date;ip;lang;col;site;query;index;where;filter;from
2011-02-24 00:04:55;66.249.71.52;yiewkcbsz;local;bio;+id:("lil-9030037178");*;*;;1
2011-02-24 00:40:30;66.249.71.52;pt;local;bio;*;*;BHLB;db:BHLB;1
2011-02-24 01:20:03;209.131.41.49;pt;local;bio;*;*;*;;1
2011-02-24 01:51:03;212.227.136.205;pt;local;bio;*;*;*;;1
2011-02-24 02:55:49;66.249.71.52;yiewkcbsz;local;bio;+id:("lil-9030037111");*;*;;1
2011-02-24 03:04:55;66.249.71.52;pt;local;bio;*;*;*;;1
2011-02-24 03:11:44;208.115.111.68;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-02-24 04:24:30;209.131.41.49;pt;local;bio;*;*;*;;1
2011-02-24 07:27:41;209.131.41.48;pt;local;bio;*;*;*;;1
2011-02-24 09:25:48;66.249.71.52;yiewkcbsz;local;bio;+id:("lil-9030037197");*;*;;1
2011-02-24 10:00:33;209.131.41.48;pt;local;bio;*;*;*;;1
2011-02-24 10:02:02;187.36.54.53;pt;local;bio;adast;*;*;;1
2011-02-24 10:03:20;187.36.54.53;pt;local;bio;c;*;*;;1
2011-02-24 10:03:37;187.36.54.53;pt;local;bio;terra;*;*;;1
2011-02-24 10:03:50;187.36.54.53;pt;local;bio;água;*;*;;1
2011-02-24 10:04:10;187.36.54.53;pt;local;bio;ventos;*;*;;1
2011-02-24 10:04:25;187.36.54.53;pt;local;bio;estudos;*;*;;1
2011-02-24 10:04:46;187.36.54.53;pt;local;bio;FACULDADES;*;*;;1
2011-02-24 10:05:07;187.36.54.53;pt;local;bio;BRASIL;*;*;;1
2011-02-24 10:08:47;187.36.54.53;pt;local;bio;*;*;BHLB;db:BHLB;1
2011-02-24 10:09:00;187.36.54.53;pt;local;bio;*;*;BHLB;db:BHLB;1
2011-02-24 10:26:40;200.10.179.113;pt;local;bio;*;*;BHLB;db:BHLB;1
2011-02-24 10:27:14;200.10.179.113;pt;local;bio;*;*;BHLG;db:BHLG;1
2011-02-24 10:27:34;200.10.179.113;pt;local;bio;*;*;BHLB;db:BHLB;1
2011-02-24 10:27:42;200.10.179.113;pt;local;bio;*;*;BHLG;db:BHLG;1
2011-02-24 11:15:06;186.206.44.234;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-02-24 11:24:03;201.28.39.229;pt;local;bio;lantana macrophylla;*;*;;1
2011-02-24 11:33:44;200.144.29.154;pt;local;bio;*;*;BHLB;db:BHLB;1
2011-02-24 11:33:52;200.144.29.154;pt;local;bio;gestao ambiental;*;*;;1
2011-02-24 11:35:19;200.144.29.154;pt;local;bio;poluiçao;*;ALL;;1
2011-02-24 11:35:25;200.144.29.154;pt;local;bio;mamifero;*;ALL;;1
2011-02-24 11:35:29;200.144.29.154;pt;local;bio;ave;*;ALL;;1
2011-02-24 11:35:43;200.144.29.154;pt;local;bio;ave;*;*;;1
2011-02-24 11:35:51;200.144.29.154;pt;local;bio;passaro;*;ALL;;1
2011-02-24 11:36:04;200.144.29.154;pt;local;bio;passaros;*;ALL;;1
2011-02-24 11:36:13;200.144.29.154;pt;local;bio;biodiversidade;*;ALL;;1
2011-02-24 11:36:25;200.144.29.154;pt;local;bio;biodiversidade;*;*;;1
2011-02-24 11:36:51;201.54.209.12;pt;local;bio;concreto espumoso;*;*;;1
2011-02-24 11:37:16;201.54.209.12;pt;local;bio;concreto celular;*;ALL;;1
2011-02-24 11:39:06;200.144.29.154;pt;local;bio;meio ambiente;*;*;;1
2011-02-24 12:00:05;146.164.3.203;pt;local;bio;gobineau;*;*;;1
2011-02-24 12:00:48;146.164.3.203;pt;local;bio;gobineau;au;ALL;;1
2011-02-24 12:32:10;209.131.41.49;pt;local;bio;*;*;*;;1
2011-02-24 14:43:28;178.63.46.166;pt;local;bio;*;*;*;;1
2011-02-24 14:43:29;178.63.46.166;pt;local;bio;*;*;*;;1
2011-02-24 14:54:22;146.164.3.203;pt;local;bio;flora brasiliensis;*;*;;1
2011-02-24 14:54:36;146.164.3.203;pt;local;bio;flora brasiliense;*;*;;1
2011-02-24 15:19:23;200.202.246.7;pt;local;bio;reciclaveis;*;*;;1
2011-02-24 15:24:09;187.117.178.96;pt;local;bio;atlantica;*;*;;1
2011-02-24 15:31:06;209.131.41.49;pt;local;bio;*;*;*;;1
2011-02-24 15:41:31;200.137.178.34;pt;local;bio;mata atlantica;*;*;;1
2011-02-24 15:43:44;200.137.162.170;pt;local;bio;mata atlantica;*;*;;1
2011-02-24 15:48:50;187.117.178.96;pt;local;bio;ecology;*;*;;1
2011-02-24 16:19:43;143.108.10.1;pt;local;bio;*;*;BHLB;db:BHLB;1
2011-02-24 16:20:01;143.108.10.1;pt;local;bio;cana de açúcar;*;*;;1
2011-02-24 16:20:06;143.108.10.1;pt;local;bio;cana de açúcar;*;ALL;;1
2011-02-24 16:20:07;143.108.10.1;pt;local;bio;cana de açúcar;*;ALL;;1
2011-02-24 18:32:34;209.131.41.49;pt;local;bio;*;*;*;;1
2011-02-24 21:15:48;209.131.41.48;pt;local;bio;*;*;*;;1
2011-02-24 21:16:49;189.113.215.27;pt;local;bio;lepidoptera;*;*;;1
2011-02-24 21:43:14;66.249.71.98;pt;local;bio;*;*;BHLB;db:BHLB;1
