date;ip;lang;col;site;query;index;where;filter;from
2010-12-24 00:33:13;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2010-12-24 01:20:34;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2010-12-24 03:19:03;66.249.71.52;pt;local;bio;*;*;SCIB;db:SCIB;1
2010-12-24 03:21:21;66.249.71.52;pt;local;bio;*;*;SCIB;db:SCIB;1
2010-12-24 04:46:36;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2010-12-24 05:29:22;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2010-12-24 07:07:10;66.249.71.52;pt;local;bio;+id:("scl-S0074-02761909000200005");*;*;;1
2010-12-24 07:39:46;66.249.71.52;pt;local;bio;*;*;BHLG;db:BHLG;1
2010-12-24 07:39:54;66.249.71.52;pt;local;bio;*;*;SCIB;db:SCIB;1
2010-12-24 07:40:03;66.249.71.52;pt;local;bio;*;*;BHLB;db:BHLB;1
2010-12-24 08:10:29;66.249.71.52;pt;local;bio;+id:("lil-43067093999");*;*;;1
2010-12-24 08:47:21;201.54.208.30;pt;local;bio;orquidea, orquidaceas;*;*;;1
2010-12-24 08:47:36;201.54.208.30;pt;local;bio;meliponini;*;ALL;;1
2010-12-24 08:48:53;201.54.208.30;pt;local;bio;Apinae meliponini;*;ALL;;1
2010-12-24 08:49:14;201.54.208.30;pt;local;bio;Apidae meliponini;*;ALL;;1
2010-12-24 08:52:46;201.54.208.30;pt;local;bio;orquidacea, orquideas;*;*;;1
2010-12-24 08:53:05;201.54.208.30;pt;local;bio;orchidea, orquideas;*;ALL;;1
2010-12-24 08:53:30;201.54.208.30;pt;local;bio;meliponini. meliponae;*;ALL;;1
2010-12-24 08:53:32;201.54.208.30;pt;local;bio;meliponini. meliponae;*;ALL;;1
2010-12-24 08:53:43;201.54.208.30;pt;local;bio;meliponini. ;*;ALL;;1
2010-12-24 08:54:12;201.54.208.30;pt;local;bio;meliponinae, meliponini. ;*;ALL;;1
2010-12-24 08:54:23;201.54.208.30;pt;local;bio;meliponinae;*;ALL;;1
2010-12-24 09:00:16;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2010-12-24 09:17:24;201.54.208.30;pt;local;bio;meliponini;*;*;;1
2010-12-24 09:18:01;201.54.208.30;pt;local;bio;abelhas, meliponini;*;ALL;;1
2010-12-24 09:18:18;201.54.208.30;pt;local;bio;meliponini;*;ALL;;1
2010-12-24 09:18:38;201.54.208.30;pt;local;bio;orquideas;*;ALL;;1
2010-12-24 12:40:54;66.249.71.52;pt;local;bio;*;*;BHLB;db:BHLB;1
2010-12-24 13:45:07;66.249.71.52;pt;local;bio;+id:("lil-9030037224");*;*;;1
2010-12-24 14:01:25;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2010-12-24 14:12:26;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2010-12-24 14:58:47;187.39.49.185;pt;local;bio;orquidea;*;*;;1
2010-12-24 15:01:34;187.39.49.185;pt;local;bio;orchids;*;ALL;;1
2010-12-24 15:01:34;187.39.49.185;pt;local;bio;orchids;*;ALL;;1
2010-12-24 15:15:08;66.249.71.52;pt;local;bio;*;*;SCIB;db:SCIB;1
2010-12-24 15:22:02;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2010-12-24 15:38:29;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
