date;ip;lang;col;site;query;index;where;filter;from
2011-01-26 02:42:39;66.249.71.52;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-01-26 02:56:30;66.249.71.52;pt;local;bio;*;*;BHLG;db:BHLG;1
2011-01-26 03:04:15;66.249.71.52;pt;local;bio;*;*;BHLB;db:BHLB;1
2011-01-26 03:07:41;66.249.71.52;pt;local;bio;*;*;*;;1
2011-01-26 04:16:51;66.249.71.52;pt;local;bio;*;*;*;;1
2011-01-26 04:35:40;66.249.71.52;pt;local;bio;*;*;*;;1
2011-01-26 07:20:10;189.33.169.144;pt;local;bio;carbayo;*;*;;1
2011-01-26 07:20:23;189.33.169.144;pt;local;bio;planarias;*;ALL;;1
2011-01-26 07:53:14;66.249.71.52;xfdblysxhm;local;bio;*;*;*;;1
2011-01-26 08:16:36;189.100.226.152;pt;local;bio;*;*;BHLB;db:BHLB;1
2011-01-26 09:47:17;209.59.131.36;pt;local;bio;*;*;*;;1
2011-01-26 10:12:26;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2011-01-26 10:53:28;201.34.81.1;pt;local;bio;botanica;*;*;;1
2011-01-26 12:09:26;187.23.152.78;pt;local;bio;*;*;BHLB;db:BHLB;1
2011-01-26 12:11:37;187.23.152.78;pt;local;bio;*;*;BHLB;db:BHLB AND type:"article";1
2011-01-26 12:12:04;187.23.152.78;pt;local;bio;*;*;BHLB;db:BHLB AND type:"article" AND type:"article";1
2011-01-26 12:26:08;186.97.248.166;pt;local;bio;abelhas;*;*;;1
2011-01-26 12:27:42;186.97.248.166;pt;local;bio;abelhas;*;ALL;;2
2011-01-26 13:13:32;200.252.135.221;pt;local;bio;santos;*;*;;1
2011-01-26 13:13:50;200.252.135.221;pt;local;bio;es;*;ALL;;1
2011-01-26 13:14:01;200.252.135.221;pt;local;bio;estu;*;ALL;;1
2011-01-26 13:14:08;200.252.135.221;pt;local;bio;estuário de Santos;*;ALL;;1
2011-01-26 13:14:28;200.252.135.221;pt;local;bio;espírito santo;*;*;;1
2011-01-26 13:14:36;200.252.135.221;pt;local;bio;ES;*;ALL;;1
2011-01-26 13:14:54;200.252.135.221;pt;local;bio;rio tocantins;*;*;;1
2011-01-26 13:26:02;200.132.31.2;pt;local;bio;*;*;BHLB;db:BHLB;1
2011-01-26 13:27:11;200.132.31.2;pt;local;bio;Agricultura;ti;BHLB;db:BHLB;1
2011-01-26 13:27:52;200.132.31.2;pt;local;bio;Ecossistemas;ti;BHLB;db:BHLB;1
2011-01-26 13:27:59;200.132.31.2;pt;local;bio;Ecossistemas;ti;BHLB;db:BHLB;1
2011-01-26 13:28:05;200.132.31.2;pt;local;bio;Ecossistemas;kw;BHLB;db:BHLB;1
2011-01-26 13:28:16;200.132.31.2;pt;local;bio;Ecossistemas;kw;BHLB;db:BHLB;1
2011-01-26 13:28:19;200.132.31.2;pt;local;bio;Ecossistemas;kw;BHLB;db:BHLB;1
2011-01-26 13:28:24;200.132.31.2;pt;local;bio;Agricultura;kw;BHLB;db:BHLB;1
2011-01-26 13:28:29;200.132.31.2;pt;local;bio;Pampa;kw;BHLB;db:BHLB;1
2011-01-26 13:28:38;200.132.31.2;pt;local;bio;Pampa;kw;ALL;;1
2011-01-26 13:28:46;200.132.31.2;pt;local;bio;Biomas;kw;ALL;;1
2011-01-26 14:15:56;187.23.152.78;pt;local;bio;agricultura familiar;*;*;;1
2011-01-26 14:31:22;187.39.31.104;pt;local;bio;cerrado;*;*;;1
2011-01-26 17:06:51;76.161.182.210;pt;local;bio;*;*;*;;1
2011-01-26 17:35:22;201.18.153.125;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-01-26 17:36:22;201.18.153.125;pt;local;bio;*;*;SCIB;db:SCIB AND la:"En";1
2011-01-26 17:36:37;201.18.153.125;pt;local;bio;Sua seleção;*;*;;1
2011-01-26 17:38:08;201.18.153.125;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-01-26 17:39:05;201.18.153.125;pt;local;bio;*;*;SCIB;db:SCIB AND la:"En";1
2011-01-26 18:11:40;66.249.71.52;xfdblysxhm;local;bio;*;*;*;;1
2011-01-26 20:02:59;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2011-01-26 22:51:18;189.74.200.99;pt;local;bio;pampa;*;*;;1
2011-01-26 22:53:20;189.74.200.99;pt;local;bio;vegetação rs;*;*;;1
2011-01-26 22:53:33;189.74.200.99;pt;local;bio;*;*;BHLB;db:BHLB;1
2011-01-26 22:53:58;189.74.200.99;pt;local;bio;*;*;BHLB;db:BHLB;2
2011-01-26 22:54:26;189.74.200.99;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-01-26 22:55:23;189.74.200.99;pt;local;bio;rio grande do sul;*;*;;1
2011-01-26 22:55:56;189.74.200.99;pt;local;bio;rio grande do sul;*;ALL;;2
2011-01-26 22:56:19;189.74.200.99;pt;local;bio;rio grande do sul;*;ALL;;4
2011-01-26 22:56:42;189.74.200.99;pt;local;bio;rio grande do sul;*;ALL;;8
2011-01-26 23:50:58;66.249.71.52;yiewkcbsz;local;bio;*;*;*;;1
2011-01-26 23:58:25;189.73.164.19;pt;local;bio;campos sulinos das araucárias;*;*;;1
2011-01-26 23:58:52;189.73.164.19;pt;local;bio;campos nativos;*;ALL;;1
2011-01-26 23:59:12;189.73.164.19;pt;local;bio;campos nativos;*;ALL;;1
