date;ip;lang;col;site;query;index;where;filter;from
2011-06-21 02:21:31;209.131.41.49;pt;local;bio;*;*;*;;1
2011-06-21 02:43:05;66.249.71.34;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 02:44:56;66.249.71.34;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-06-21 06:32:13;209.131.41.49;pt;local;bio;*;*;*;;1
2011-06-21 06:55:57;174.136.26.114;pt;local;bio;*;*;BHLB;db:BHLB;1
2011-06-21 07:26:05;66.249.71.34;pt;local;bio;*;*;BHLG;db:BHLG;1
2011-06-21 08:25:43;200.136.72.254;pt;local;bio;*;*;*;;1
2011-06-21 09:25:15;200.139.9.1;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-06-21 09:25:41;200.139.9.1;pt;local;bio;*;*;SCIB;db:SCIB;2
2011-06-21 09:26:00;200.139.9.1;pt;local;bio;*;*;SCIB;db:SCIB;3
2011-06-21 09:26:15;200.139.9.1;pt;local;bio;*;*;SCIB;db:SCIB;4
2011-06-21 09:50:42;66.249.71.34;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 10:22:32;66.249.71.34;pt;local;bio;*;*;BHLG;db:BHLG;1
2011-06-21 10:33:02;209.131.41.49;pt;local;bio;*;*;*;;1
2011-06-21 10:53:48;200.19.175.4;pt;local;bio;revista brasileira de biologia;*;*;;1
2011-06-21 11:22:14;66.249.71.34;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-06-21 11:41:20;66.249.71.34;pt;local;bio;+id:("scl-S0074-02761909000200007");*;*;;1
2011-06-21 11:41:22;66.249.71.34;xfdblysxhm;local;bio;*;*;*;;1
2011-06-21 11:53:09;66.249.71.34;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:14:11;213.186.120.196;pt;local;bio;*;*;*;;1
2011-06-21 12:14:13;213.186.120.196;pt;local;bio;*;*;*;;1
2011-06-21 12:14:14;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000100001");*;*;;1
2011-06-21 12:14:15;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000100002");*;*;;1
2011-06-21 12:14:16;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000200001");*;*;;1
2011-06-21 12:14:17;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000200002");*;*;;1
2011-06-21 12:14:18;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000200003");*;*;;1
2011-06-21 12:14:20;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000200004");*;*;;1
2011-06-21 12:14:21;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000200005");*;*;;1
2011-06-21 12:14:22;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000200006");*;*;;1
2011-06-21 12:14:24;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000200007");*;*;;1
2011-06-21 12:14:25;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000200008");*;*;;1
2011-06-21 12:14:26;213.186.120.196;pt;local;bio;*;*;*;;1
2011-06-21 12:14:27;213.186.120.196;pt;local;bio;*;*;BHLB;db:BHLB;1
2011-06-21 12:14:29;213.186.120.196;pt;local;bio;*;*;BHLG;db:BHLG;1
2011-06-21 12:14:30;213.186.120.196;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-06-21 12:14:32;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000100001");*;*;;1
2011-06-21 12:14:33;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000100002");*;*;;1
2011-06-21 12:14:34;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000200001");*;*;;1
2011-06-21 12:14:35;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000200002");*;*;;1
2011-06-21 12:14:36;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000200003");*;*;;1
2011-06-21 12:14:37;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000200004");*;*;;1
2011-06-21 12:14:38;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000200005");*;*;;1
2011-06-21 12:14:39;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000200006");*;*;;1
2011-06-21 12:14:40;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000200007");*;*;;1
2011-06-21 12:14:41;213.186.120.196;pt;local;bio;+id:("scl-S0074-02761909000200008");*;*;;1
2011-06-21 12:14:44;213.186.120.196;pt;local;bio;*;*;*;;1
2011-06-21 12:14:46;213.186.120.196;pt;local;bio;*;*;BHLB;db:BHLB;1
2011-06-21 12:14:48;213.186.120.196;pt;local;bio;*;*;BHLG;db:BHLG;1
2011-06-21 12:14:51;213.186.120.196;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-06-21 12:14:54;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:15:01;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:15:08;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:15:09;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:15:20;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:15:22;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:15:24;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:15:26;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:15:30;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:15:39;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:15:41;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:15:45;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:15:48;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:15:51;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:15:54;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:15:56;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:15:59;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:16:01;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:16:05;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:16:08;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:16:09;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:16:11;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:16:12;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:16:13;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:16:14;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:16:17;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:16:21;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:16:24;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:16:32;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:16:37;213.186.120.196;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 12:16:42;213.186.120.196;pt;local;bio;*;*;BHLB;db:BHLB;1
2011-06-21 12:16:45;213.186.120.196;pt;local;bio;*;*;BHLG;db:BHLG;1
2011-06-21 12:16:52;213.186.120.196;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-06-21 14:13:02;200.136.72.254;pt;local;bio;*;*;*;;1
2011-06-21 14:17:07;200.136.72.254;pt;local;bio;*;*;BHLB;db:BHLB;1
2011-06-21 14:17:31;200.136.72.254;pt;local;bio;dengue;*;*;;1
2011-06-21 14:17:37;200.136.72.254;pt;local;bio;dengue;*;ALL;;2
2011-06-21 14:17:58;200.136.72.254;pt;local;bio;dengue;*;ALL;ta_cluster:"Mem. Inst. Oswaldo Cruz";1
2011-06-21 14:18:20;200.136.72.254;pt;local;bio;dengue;*;ALL;ta_cluster:"Mem. Inst. Oswaldo Cruz";1
2011-06-21 14:18:30;200.136.72.254;pt;local;bio;dengue;*;ALL;ta_cluster:"Mem. Inst. Oswaldo Cruz" AND la:"En";1
2011-06-21 14:40:35;200.136.72.254;pt;local;bio;*;*;*;;1
2011-06-21 15:17:43;200.129.167.132;pt;local;bio;etnobotanica;*;*;;1
2011-06-21 15:38:37;209.131.41.48;pt;local;bio;*;*;*;;1
2011-06-21 15:54:01;66.249.71.34;pt;local;bio;*;*;*;;1
2011-06-21 15:54:12;200.129.167.132;pt;local;bio;amapá;*;ALL;;1
2011-06-21 15:54:44;200.129.167.132;pt;local;bio;amapá;*;ALL;;2
2011-06-21 16:10:00;200.129.167.132;pt;local;bio;amapá;*;ALL;;3
2011-06-21 16:10:30;200.129.167.132;pt;local;bio;amapá;*;ALL;;4
2011-06-21 16:11:05;200.129.167.132;pt;local;bio;amapá;*;ALL;;5
2011-06-21 16:23:18;200.129.167.132;pt;local;bio;curiaú;*;ALL;;1
2011-06-21 17:00:55;66.249.71.34;pt;local;bio;Sua seleção;*;*;;1
2011-06-21 18:37:23;66.249.71.34;qwkilqgvraugpkn;local;bio;*;*;*;;1
2011-06-21 19:46:05;209.131.41.49;pt;local;bio;*;*;*;;1
2011-06-21 19:57:46;50.56.107.24;pt;local;bio;*;*;*;;1
2011-06-21 19:57:47;50.56.107.24;pt;local;bio;*;*;*;;1
2011-06-21 19:59:42;66.249.71.34;qwkilqgvraugpkn;local;bio;+id:("lil-9030037220");*;*;;1
2011-06-21 21:21:15;189.86.42.171;pt;local;bio;gordura;*;*;;1
2011-06-21 22:24:05;66.249.71.34;xfdblysxhm;local;bio;*;*;*;;1
2011-06-21 23:48:16;209.131.41.48;pt;local;bio;*;*;*;;1
