date;ip;lang;col;site;query;index;where;filter;from
2011-01-20 00:00:10;66.249.71.52;yiewkcbsz;local;bio;*;*;*;;1
2011-01-20 00:12:11;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2011-01-20 00:13:45;66.249.71.52;pt;local;bio;*;*;BHLG;db:BHLG;1
2011-01-20 00:16:34;66.249.71.52;yiewkcbsz;local;bio;+id:("lil-9030037232");*;*;;1
2011-01-20 00:29:33;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2011-01-20 01:01:20;66.249.71.52;yiewkcbsz;local;bio;+id:("lil-9030037232");*;*;;1
2011-01-20 01:19:24;66.249.71.52;yiewkcbsz;local;bio;*;*;*;;1
2011-01-20 02:04:34;190.188.189.38;pt;local;bio;*;*;*;;1
2011-01-20 02:16:22;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2011-01-20 02:30:54;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2011-01-20 02:46:27;66.249.71.52;yiewkcbsz;local;bio;*;*;*;;1
2011-01-20 03:29:13;66.249.71.52;yiewkcbsz;local;bio;+id:("lil-9030037195");*;*;;1
2011-01-20 03:46:54;66.249.71.52;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-01-20 03:56:13;66.249.71.52;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-01-20 04:05:08;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2011-01-20 04:09:59;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2011-01-20 05:13:05;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2011-01-20 05:29:40;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2011-01-20 06:08:45;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2011-01-20 06:15:59;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2011-01-20 06:25:30;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2011-01-20 06:46:42;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2011-01-20 06:58:54;66.249.71.52;yiewkcbsz;local;bio;+id:("lil-9030037197");*;*;;1
2011-01-20 07:32:16;66.249.71.52;yiewkcbsz;local;bio;+id:("lil-9030037178");*;*;;1
2011-01-20 08:17:30;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2011-01-20 08:19:09;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2011-01-20 08:51:16;189.47.163.42;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-01-20 08:52:33;189.47.163.42;pt;local;bio;terpenos;*;*;;1
2011-01-20 08:53:38;189.47.163.42;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-01-20 08:56:38;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
