date;ip;lang;col;site;query;index;where;filter;from
2011-04-12 00:24:43;66.249.71.49;pt;local;bio;Sua seleção;*;*;;1
2011-04-12 02:44:35;209.131.41.48;pt;local;bio;*;*;*;;1
2011-04-12 05:09:13;201.38.225.131;pt;local;bio;*;*;*;;1
2011-04-12 05:09:14;201.38.225.131;pt;local;bio;*;*;*;;1
2011-04-12 05:09:15;201.38.225.131;pt;local;bio;*;*;*;;1
2011-04-12 05:09:16;201.38.225.131;pt;local;bio;*;*;*;;1
2011-04-12 05:44:16;66.249.71.49;xfdblysxhm;local;bio;*;*;*;;1
2011-04-12 06:00:04;209.131.41.49;pt;local;bio;*;*;*;;1
2011-04-12 07:24:12;66.249.71.49;qwkilqgvraugpkn;local;bio;*;*;*;;1
2011-04-12 09:07:20;66.249.71.49;pt;local;bio;+id:("lil-9030037220");*;*;;1
2011-04-12 09:45:13;143.106.162.154;pt;local;bio;Atta opaciceps Borgmeier;*;*;;1
2011-04-12 10:11:06;209.131.41.48;pt;local;bio;*;*;*;;1
2011-04-12 11:40:31;184.82.133.205;pt;local;http://rhcobrancas.com/chove.txt??;*;*;*;;1
2011-04-12 12:58:01;200.222.115.194;pt;local;bio;erivitela;*;*;;1
2011-04-12 12:58:46;200.222.115.194;pt;local;bio;psoriase;*;*;;1
2011-04-12 14:14:40;209.131.41.49;pt;local;bio;*;*;*;;1
2011-04-12 14:23:33;200.202.220.134;pt;local;bio;agricultura;*;*;;1
2011-04-12 14:51:11;85.241.139.68;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-04-12 15:20:36;189.110.86.218;pt;local;bio;biodiversidade;*;*;;1
2011-04-12 17:23:59;66.249.71.49;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-04-12 17:49:12;209.131.41.49;pt;local;bio;*;*;*;;1
2011-04-12 18:26:08;66.249.71.49;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-04-12 20:57:34;187.104.160.73;pt;local;bio;pmk;*;*;;1
2011-04-12 20:59:19;187.104.160.73;pt;local;bio;pmk;*;ALL;;1
2011-04-12 21:12:51;209.131.41.48;pt;local;bio;*;*;*;;1
