date;ip;lang;col;site;query;index;where;filter;from
2011-05-05 03:04:21;201.38.225.131;pt;local;bio;*;*;*;;1
2011-05-05 03:04:21;201.38.225.131;pt;local;bio;*;*;*;;1
2011-05-05 03:04:21;201.38.225.131;pt;local;bio;*;*;*;;1
2011-05-05 03:04:22;201.38.225.131;pt;local;bio;*;*;*;;1
2011-05-05 04:07:07;66.249.72.58;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-05-05 04:33:28;209.131.41.49;pt;local;bio;*;*;*;;1
2011-05-05 07:10:45;66.249.72.58;pt;local;bio;*;*;*;;1
2011-05-05 07:15:04;66.249.72.58;pt;local;bio;Sua seleção;*;*;;1
2011-05-05 09:58:27;66.249.72.58;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-05-05 10:31:58;157.86.112.214;pt;local;bio;TAVARES, J. S;*;*;;1
2011-05-05 11:31:08;66.249.72.58;pt;local;bio;*;*;BHLB;db:BHLB;1
2011-05-05 12:43:36;66.249.72.58;pt;local;bio;Sua seleção;*;*;;1
2011-05-05 12:54:19;189.90.241.22;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-05-05 13:45:35;66.249.72.58;pt;local;bio;*;*;*;;1
2011-05-05 15:59:16;209.131.41.48;pt;local;bio;*;*;*;;1
2011-05-05 16:09:12;200.137.178.51;pt;local;bio;*;*;*;;1
2011-05-05 17:15:42;66.249.72.58;pt;local;bio;Sua seleção;*;*;;1
2011-05-05 17:31:49;66.249.72.58;pt;local;bio;Sua seleção;*;*;;1
2011-05-05 17:39:11;66.249.72.58;pt;local;bio;Sua seleção;*;*;;1
2011-05-05 19:18:47;209.131.41.49;pt;local;bio;*;*;*;;1
2011-05-05 21:05:59;201.81.96.201;pt;local;http://217.218.225.2:2082/index.html?;*;*;*;;1
2011-05-05 22:07:47;66.249.72.58;pt;local;bio;Sua seleção;*;*;;1
2011-05-05 22:30:32;66.249.72.58;pt;local;bio;*;*;SCIB;db:SCIB;1
2011-05-05 22:55:47;66.249.72.58;qwkilqgvraugpkn;local;bio;+id:("lil-9030037220");*;*;;1
2011-05-05 23:28:03;209.131.41.49;pt;local;bio;*;*;*;;1
2011-05-05 23:52:49;187.24.243.9;pt;local;bio;museu paraense Emilio goeldi, Belem;*;*;;1
