date;ip;lang;col;site;query;index;where;filter;from
2010-12-22 00:33:21;66.249.71.52;pt;local;bio;*;*;*;;1
2010-12-22 00:34:56;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2010-12-22 01:06:16;189.3.7.130;pt;local;bio;*;*;SCIB;db:SCIB;1
2010-12-22 01:06:41;189.3.7.130;pt;local;bio;*;*;BHLB;db:BHLB;1
2010-12-22 03:32:20;66.249.71.52;pt;local;bio;*;*;*;;1
2010-12-22 05:37:50;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2010-12-22 06:36:02;66.249.71.52;pt;local;bio;Sua seleção;*;*;;1
2010-12-22 07:15:31;66.249.71.52;pt;local;bio;*;*;*;;1
2010-12-22 07:45:51;66.249.71.52;pt;local;bio;*;*;BHLB;db:BHLB;1
2010-12-22 08:34:18;187.115.75.206;pt;local;bio;*;*;*;;1
2010-12-22 09:25:37;201.22.135.114;pt;local;bio;chiroptera;*;*;;1
2010-12-22 09:25:50;201.22.135.114;pt;local;bio;Sua seleção;*;*;;1
2010-12-22 09:28:13;201.22.135.114;pt;local;bio;chiroptera;*;*;;1
2010-12-22 09:29:02;201.22.135.114;pt;local;bio;chiroptera;*;ALL;;2
2010-12-22 09:29:49;201.22.135.114;pt;local;bio;morcegos;kw;ALL;;1
2010-12-22 09:29:57;201.22.135.114;pt;local;bio;*;*;*;;1
2010-12-22 09:55:37;161.148.178.167;pt;local;bio;*;*;*;;1
2010-12-22 09:56:57;187.101.120.189;pt;local;bio;*;*;SCIB;db:SCIB;1
2010-12-22 10:10:01;200.145.136.141;pt;local;bio;aranhas;*;*;;1
2010-12-22 10:16:14;200.17.253.75;pt;local;bio;*;*;BHLB;db:BHLB;1
2010-12-22 11:28:24;200.138.246.148;pt;local;bio;*;*;*;;1
2010-12-22 12:32:10;187.5.109.154;pt;local;bio;otólitos;*;*;;1
2010-12-22 12:32:21;187.5.109.154;pt;local;bio;otólito;*;ALL;;1
2010-12-22 12:32:21;187.5.109.154;pt;local;bio;otólito;*;ALL;;1
2010-12-22 12:32:31;187.5.109.154;pt;local;bio;syngnathus;*;ALL;;1
2010-12-22 12:32:31;187.5.109.154;pt;local;bio;syngnathus;*;ALL;;1
2010-12-22 12:32:57;187.5.109.154;pt;local;bio;*;*;BHLB;db:BHLB;1
2010-12-22 12:43:42;200.202.143.1;pt;local;bio;calliandra;*;*;;1
2010-12-22 13:16:17;201.54.129.80;pt;local;bio;Diedrocephala delicata ;*;*;;1
2010-12-22 13:16:37;201.54.129.80;pt;local;bio;Diedrocephala ;*;ALL;;1
2010-12-22 13:16:52;201.54.129.80;pt;local;bio;Mejdalani;*;ALL;;1
2010-12-22 13:17:20;201.54.129.80;pt;local;bio;mauro;*;ALL;;1
2010-12-22 13:42:02;201.22.135.114;pt;local;bio;chiroptera;*;*;;1
2010-12-22 13:43:14;201.22.135.114;pt;local;bio;chiroptera;*;ALL;;2
2010-12-22 13:43:53;201.22.135.114;pt;local;bio;chiroptera;*;ALL;;1
2010-12-22 13:44:09;201.22.135.114;pt;local;bio;*;*;SCIB;db:SCIB;1
2010-12-22 13:44:28;201.22.135.114;pt;local;bio;*;*;SCIB;db:SCIB;2
2010-12-22 13:44:47;201.22.135.114;pt;local;bio;chiroptera;*;SCIB;db:SCIB;1
2010-12-22 13:44:59;201.22.135.114;pt;local;bio;bats;*;SCIB;db:SCIB;1
2010-12-22 13:45:48;201.22.135.114;pt;local;bio;bats;*;SCIB;db:SCIB;2
2010-12-22 13:46:26;201.22.135.114;pt;local;bio;bats;*;SCIB;db:SCIB;3
2010-12-22 13:46:55;201.22.135.114;pt;local;bio;bats;*;SCIB;db:SCIB;4
2010-12-22 13:47:34;201.22.135.114;pt;local;bio;bats;*;SCIB;db:SCIB;5
2010-12-22 13:48:24;201.22.135.114;pt;local;bio;bats;*;SCIB;db:SCIB;6
2010-12-22 13:49:02;201.22.135.114;pt;local;bio;bats;*;SCIB;db:SCIB;7
2010-12-22 13:49:42;201.22.135.114;pt;local;bio;bats;*;SCIB;db:SCIB;8
2010-12-22 13:50:35;201.22.135.114;pt;local;bio;bats;*;SCIB;db:SCIB;9
2010-12-22 13:51:19;201.22.135.114;pt;local;bio;bats;*;SCIB;db:SCIB;10
2010-12-22 13:51:49;201.22.135.114;pt;local;bio;bats;*;SCIB;db:SCIB;11
2010-12-22 13:52:04;201.22.135.114;pt;local;bio;Cerrado;*;SCIB;db:SCIB;1
2010-12-22 13:52:35;201.22.135.114;pt;local;bio;Cerrado;*;SCIB;db:SCIB;2
2010-12-22 13:52:53;201.22.135.114;pt;local;bio;Cerrado;*;SCIB;db:SCIB;3
2010-12-22 13:53:21;201.22.135.114;pt;local;bio;Cerrado;*;SCIB;db:SCIB;4
2010-12-22 13:53:54;201.22.135.114;pt;local;bio;Cerrado;*;SCIB;db:SCIB;5
2010-12-22 13:54:10;201.22.135.114;pt;local;bio;Cerrado;*;SCIB;db:SCIB;6
2010-12-22 13:54:43;201.22.135.114;pt;local;bio;Cerrado;*;SCIB;db:SCIB;7
2010-12-22 13:55:13;201.22.135.114;pt;local;bio;Cerrado;*;SCIB;db:SCIB;8
2010-12-22 13:55:31;201.22.135.114;pt;local;bio;Cerrado;*;SCIB;db:SCIB;9
2010-12-22 13:55:59;201.22.135.114;pt;local;bio;Cerrado;*;SCIB;db:SCIB;10
