date;ip;lang;col;site;query;index;where;filter;from
2011-03-12 01:48:19;209.131.41.49;pt;local;bio;*;*;*;;1
2011-03-12 02:48:12;201.38.225.131;pt;local;bio;*;*;*;;1
2011-03-12 02:48:12;201.38.225.131;pt;local;bio;*;*;*;;1
2011-03-12 02:48:13;201.38.225.131;pt;local;bio;*;*;*;;1
2011-03-12 02:48:13;201.38.225.131;pt;local;bio;*;*;*;;1
2011-03-12 04:12:46;66.249.71.98;yiewkcbsz;local;bio;*;*;*;;1
2011-03-12 05:49:04;209.131.41.48;pt;local;bio;*;*;*;;1
2011-03-12 06:40:40;66.249.71.98;pt;local;bio;Sua seleção;*;*;;1
2011-03-12 09:55:59;209.131.41.48;pt;local;bio;*;*;*;;1
2011-03-12 13:57:32;209.131.41.48;pt;local;bio;*;*;*;;1
2011-03-12 15:40:59;66.249.71.98;qwkilqgvraugpkn;local;bio;*;*;*;;1
2011-03-12 15:50:40;187.42.196.35;pt;local;bio;*;*;*;;1
2011-03-12 15:53:25;66.249.71.98;qwkilqgvraugpkn;local;bio;*;*;*;;1
2011-03-12 18:14:57;209.131.41.49;pt;local;bio;*;*;*;;1
2011-03-12 21:18:12;209.131.41.49;pt;local;bio;*;*;*;;1
